,freq_tr,freq_te,cnt_tr,cnt_te,abs_diff,rel_change
LDHC,0.00612804386389292,0.009426551453260016,38,24,0.003298507589367096,0.5382643568859306
LDLR,0.012739880664408966,0.024351924587588374,79,62,0.011612043923179409,0.9114719540207027
LDLRAP1,0.0038703434929850023,0.013747054202670856,24,35,0.009876710709685854,2.5518951296150827
LEAP2,0.0006450572488308337,0.0015710919088766694,4,4,0.0009260346600458356,1.4355852317360567
LEF1,0.006773101112723754,0.014532600157109192,42,37,0.007759499044385438,1.1456346089103357
LEFTY2,0.0041928721174004195,0.01335428122545169,26,34,0.00916140910805127,2.184996072270228
LEP,0.003709079180777294,0.006284367635506678,23,16,0.0025752884547293837,0.6943201612076917
LEPR,0.02144815352362522,0.02788688138256088,133,71,0.0064387278589356604,0.30019963498691754
LFNG,0.003709079180777294,0.01610369206598586,23,41,0.012394612885208565,3.3416954130947096
LGALS1,0.0019351717464925011,0.004713275726630008,12,12,0.0027781039801375073,1.435585231736057
LGALS3,0.0012901144976616675,0.006677140612725845,8,17,0.005387026115064177,4.17561861743912
LGALS3BP,0.0059667795516852125,0.011390416339355853,37,29,0.00542363678767064,0.9089722086579902
LGALS7,0.0003225286244154169,0.003142183817753339,2,8,0.002819655193337922,8.742340926944227
LGMN,0.005321722302854378,0.014925373134328358,33,38,0.00960365083147398,1.8046132971506108
LHPP,0.0027414933075310434,0.006677140612725845,17,17,0.003935647305194801,1.4355852317360567
LHX2,0.004837929366231253,0.023173605655930872,30,59,0.01833567628969962,3.7899842890809117
LHX9,0.01032091598129334,0.015318146111547526,64,39,0.004997230130254186,0.4841847505891595
LIF,0.0027414933075310434,0.00589159465828751,17,15,0.003150101350756466,1.149045792708285
LIFR,0.021286889211417512,0.031421838177533384,132,80,0.010134948966115873,0.47611226165821613
LIG1,0.012578616352201259,0.024351924587588374,78,62,0.011773308235387116,0.9359780047132756
LIG3,0.011772294791162716,0.020031421838177535,73,51,0.008259127047014819,0.7015732440895739
LIMA1,0.011611030478955007,0.016889238020424194,72,43,0.005278207541469187,0.4545856245090337
LIPA,0.004676665054023544,0.011390416339355853,29,29,0.006713751285332309,1.435585231736057
LIPE,0.013707466537655217,0.03613511390416339,85,92,0.022427647366508176,1.6361628390554965
LITAF,0.0019351717464925011,0.00432050274941084,12,11,0.0023853310029183393,1.2326197957580518
LLGL1,0.008869537171423964,0.01610369206598586,55,41,0.007234154894561895,0.8156180818396056
LLGL2,0.01435252378648605,0.022780832678711706,89,58,0.008428308892225655,0.5872353195583291
LMAN1,0.007418158361554588,0.028672427336999214,46,73,0.021254268975444628,2.8651678677550465
LMNA,0.00725689404934688,0.018853102906520033,45,48,0.011596208857173152,1.5979575805184603
LMNB1,0.005482986615062087,0.010997643362136685,34,28,0.005514656747074598,1.0057760731943994
LMO2,0.003386550556361877,0.029850746268656716,21,76,0.026464195712294837,7.814498933901919
LONP1,0.006773101112723754,0.02199528672427337,42,56,0.015222185611549616,2.2474469756480753
LONP2,0.010804708917916465,0.020031421838177535,67,51,0.00922671292026107,0.8539529375901328
LOX,0.004031607805192711,0.012961508248232521,25,33,0.00892990044303981,2.214972505891595
LOXL1,0.0035478148685695854,0.020816967792615867,22,53,0.017269152924046283,4.86754624009141
LOXL2,0.013868730849862926,0.029850746268656716,86,76,0.01598201541879379,1.1523776466504685
LPAR1,0.009675858732462506,0.01178318931657502,60,30,0.002107330584112513,0.2177926158680282
LPAR6,0.00306402193194646,0.015318146111547526,19,39,0.012254124179601065,3.999359159879274
LPCAT3,0.005482986615062087,0.00864100549882168,34,22,0.0031580188837595936,0.5759669146527423
LPIN1,0.015320109659732302,0.02356637863315004,95,60,0.008246268973417736,0.5382643568859303
LPIN2,0.01128850185453959,0.016496465043205028,70,42,0.005207963188665439,0.4613511390416341
LPL,0.009030801483631673,0.018460329929300863,56,47,0.00942952844566919,1.044151890921333
LRIG1,0.01983551040154814,0.032992930086410056,123,84,0.013157419684861917,0.6633264997221849
LRP1,0.0477342364134817,0.08326787117046347,296,212,0.03553363475698177,0.7444056389460944
LRP10,0.00822447992259313,0.014532600157109192,51,37,0.0063081202345160615,0.7669932073379234
LRPAP1,0.00516045799064667,0.009819324430479183,32,25,0.004658866439832513,0.902800962293794
LRPPRC,0.013707466537655217,0.03220738413197172,85,82,0.0184999175943165,1.349623400027725
LRRC15,0.012094823415578132,0.0204241948153967,75,52,0.00832937139981857,0.6886724273369993
LRRC8C,0.010482180293501049,0.02199528672427337,65,56,0.011513106430772321,1.0983503534956793
LSM1,0.0020964360587002098,0.003534956794972506,13,9,0.0014385207362722962,0.6861743912018853
LSM2,0.0004837929366231253,0.00039277297721916735,3,1,-9.101995940395793e-05,-0.18813825608798107
LSM4,0.0024189646831156266,0.003142183817753339,15,8,0.0007232191346377122,0.29897879025923024
LSM7,0.0008063215610385422,0.003142183817753339,5,8,0.0023358622567147967,2.896936370777691
LSP1,0.0041928721174004195,0.02356637863315004,26,60,0.01937350651574962,4.620581304006284
LSR,0.007418158361554588,0.0192458758837392,46,49,0.011827717522184611,1.5944277468492778
LSS,0.0077406869859700045,0.025923016496465043,48,66,0.01818232951049504,2.348929693637078
LTA,0.0035478148685695854,0.013747054202670856,22,35,0.01019923933410127,2.874794686852817
LTA4H,0.004999193678438961,0.012175962293794187,31,31,0.007176768615355226,1.4355852317360567
LTB,0.0019351717464925011,0.007069913589945012,12,18,0.005134741843452511,2.653377847604085
LTBP1,0.029511369134010642,0.044383346425765906,183,113,0.014871977291755264,0.5039406075747235
LTBP2,0.023060796645702306,0.053809897879025924,143,137,0.03074910123332362,1.3333928443904879
LTBR,0.004999193678438961,0.009819324430479183,31,25,0.0048201307520402215,0.9641816384968198
LTC4S,0.0003225286244154169,0.0027494108405341712,2,7,0.0024268822161187544,7.524548311076198
LTF,0.0133849379132398,0.024351924587588374,83,62,0.010966986674348575,0.819352823706452
LUC7L3,0.005321722302854378,0.010604870384917517,33,27,0.005283148082063139,0.9927515532385918
LUM,0.009837123044670215,0.015710919088766692,61,40,0.005873796044096477,0.5971050699908566
LXN,0.0019351717464925011,0.006284367635506678,12,16,0.004349195889014177,2.2474469756480757
LY6E,0.001451378809869376,0.009033778476040848,9,23,0.007582399666171472,5.224273369992145
LY75,0.01757781003064022,0.010997643362136685,109,28,-0.006580166668503534,-0.3743450780861506
LY86,0.003709079180777294,0.003142183817753339,23,8,-0.0005668953630239551,-0.15283991939615416
LY96,0.0041928721174004195,0.007069913589945012,26,18,0.0028770414725445923,0.6861743912018853
LYAR,0.004837929366231253,0.009819324430479183,30,25,0.0049813950642479295,1.029654359780047
LYN,0.009192065795839382,0.013747054202670856,57,35,0.004554988406831474,0.4955347914168767
LYPD3,0.004999193678438961,0.006284367635506678,31,16,0.0012851739570677164,0.25707624863796485
LYSMD2,0.0009675858732462506,0.006284367635506678,6,16,0.005316781762260427,5.494893951296151
M6PR,0.0020964360587002098,0.007462686567164179,13,19,0.005366250508463969,2.559701492537313
MACROH2A2,0.0,0.01178318931657502,0,30,0.01178318931657502,
MAD2L1,0.003386550556361877,0.005106048703849175,21,13,0.0017194981474872983,0.5077432386937494
MADCAM1,0.0043541364296081275,0.04752553024351924,27,121,0.043171393813911114,9.91503011259492
MADD,0.020158039025963553,0.03927729772191673,125,100,0.019119258695953177,0.9484681853888453
MAF,0.00306402193194646,0.014532600157109192,19,37,0.011468578225162732,3.742981767064953
MAFB,0.004031607805192711,0.012961508248232521,25,33,0.00892990044303981,2.214972505891595
MAFF,0.0008063215610385422,0.004713275726630008,5,12,0.003906954165591466,4.845404556166536
MAGEE1,0.018061602967263345,0.1539670070699136,112,392,0.13590540410265026,7.524548311076198
MAGI2,0.02789872601193356,0.05695208169677926,173,145,0.0290533556848457,1.0413864659059433
MAGIX,0.0041928721174004195,0.012175962293794187,26,31,0.007983090176393768,1.9039670070699135
MAK,0.00725689404934688,0.020031421838177535,45,51,0.012774527788830654,1.760329929300864
MAL,0.002580228995323335,0.006284367635506678,16,16,0.0037041386401833426,1.4355852317360567
MAL2,0.0019351717464925011,0.00589159465828751,12,15,0.003956422911795009,2.0444815396700706
MALL,0.0035478148685695854,0.031029065200314218,22,79,0.027481250331744634,7.745965150324931
MAML1,0.011449766166747298,0.02513747054202671,71,64,0.013687704375279412,1.1954571102972906
MAML2,0.017094017094017096,0.05106048703849175,106,130,0.03396646994447466,1.9870384917517672
MAN1A1,0.009998387356877922,0.014139827179890024,62,36,0.004141439823012101,0.41421077971771036
MAOA,0.0059667795516852125,0.010604870384917517,37,27,0.004638090833232304,0.7773189528884734
MAOB,0.006450572488308337,0.012568735271013355,40,32,0.006118162782705018,0.9484681853888454
MAP1B,0.03176906950491856,0.05852317360565593,197,149,0.02675410410073737,0.842143144815596
MAP1S,0.013707466537655217,0.031421838177533384,85,80,0.017714371639878167,1.2923155122221708
MAP2K3,0.01128850185453959,0.02474469756480754,70,63,0.013456195710267951,1.192026708562451
MAP2K5,0.0035478148685695854,0.009819324430479183,22,25,0.006271509561909597,1.767710490609155
MAP2K6,0.005644250927269795,0.01021209740769835,35,26,0.004567846480428556,0.8092918864324994
MAP3K1,0.02370585389453314,0.05106048703849175,147,130,0.027354633143958612,1.1539189124196418
MAP3K11,0.006773101112723754,0.03652788688138256,42,93,0.029754785768658806,4.393081584558411
MAP3K20,0.0,0.0192458758837392,0,49,0.0192458758837392,
MAP3K6,0.010482180293501049,0.03652788688138256,65,93,0.02604570658788151,2.4847604084838957
MAP3K7,0.006934365424931463,0.018460329929300863,43,47,0.0115259645043694,1.6621512998045267
MAP3K8,0.005321722302854378,0.01610369206598586,33,41,0.01078196976313148,2.026030136399343
MAP4K1,0.010159651669085631,0.06284367635506677,63,160,0.052684024685981136,5.185613286948715
MAP4K2,0.007095629737139171,0.023173605655930872,44,59,0.0160779759187917,2.265898378918803
MAP4K3,0.01128850185453959,0.01767478397486253,70,45,0.006386282120322941,0.5657333632588937
MAP6,0.009030801483631673,0.044383346425765906,56,113,0.03535254494213423,3.9146630568959706
MAP7,0.011772294791162716,0.020816967792615867,73,53,0.009044673001453151,0.7683016066028903
MAPK1,0.0059667795516852125,0.008248232521602514,37,21,0.0022814529699173016,0.382359185579924
MAPK10,0.008869537171423964,0.018067556952081697,55,46,0.009198019780657733,1.0370349210883383
MAPK11,0.0027414933075310434,0.016496465043205028,17,42,0.013754971735673985,5.017328219583199
MAPK12,0.0027414933075310434,0.015318146111547526,17,39,0.012576652804016483,4.587519061041542
MAPK13,0.005482986615062087,0.008248232521602514,34,21,0.0027652459065404273,0.5043320548957997
MAPK14,0.0041928721174004195,0.007462686567164179,26,19,0.0032698144497637594,0.7798507462686566
MAPK8,0.0059667795516852125,0.010997643362136685,37,28,0.005030863810451472,0.8431455807732319
MAPK8IP2,0.004515400741815836,0.032992930086410056,28,84,0.02847752934459422,6.306755695208169
MAPK9,0.007095629737139171,0.013747054202670856,44,35,0.006651424465531685,0.9373973434264086
MAPKAP1,0.0059667795516852125,0.014532600157109192,37,37,0.00856582060542398,1.4355852317360567
MAPKAPK2,0.004999193678438961,0.04124116260801257,31,105,0.036241968929573605,7.249562881686643
MAPKAPK3,0.005321722302854378,0.01021209740769835,33,26,0.004890375104843973,0.9189459401556811
MAPRE1,0.003386550556361877,0.008248232521602514,21,21,0.004861681965240637,1.4355852317360567
MAPRE3,0.004515400741815836,0.01610369206598586,28,41,0.011588291324170021,2.566392660756368
MAPT,0.011772294791162716,0.038884524744697564,73,99,0.02711222995353485,2.3030539444091724
MARCHF1,0.0,0.011390416339355853,0,29,0.011390416339355853,
MARCHF2,0.0,0.007462686567164179,0,19,0.007462686567164179,
MARCHF6,0.0,0.0192458758837392,0,49,0.0192458758837392,
MARCHF8,0.0,0.01178318931657502,0,30,0.01178318931657502,
MARCKS,0.0027414933075310434,0.03809897879025923,17,97,0.035357485482728185,12.89716279284691
MARCO,0.019996774713755845,0.02513747054202671,124,64,0.005140695828270866,0.25707624863796485
MARK2,0.009030801483631673,0.025530243519245877,56,65,0.016499442035614202,1.8270185725507797
MARK3,0.009514594420254797,0.01335428122545169,59,34,0.003839686805196892,0.40355759116993095
MARK4,0.009998387356877922,0.02670856245090338,62,68,0.016710175094025455,1.671287028355675
MASP2,0.008869537171423964,0.016496465043205028,55,42,0.007626927871781064,0.8599014496893523
MAST2,0.012901144976616674,0.0589159465828751,80,150,0.046014801606258426,3.5667223095051064
MAST3,0.013062409288824383,0.037706205813040065,81,96,0.02464379652421568,1.8866195339094003
MAST4,0.023544589582325432,0.07344854673998429,146,187,0.04990395715765886,2.119550947497552
MATN2,0.013707466537655217,0.032992930086410056,85,84,0.01928546354875484,1.4069312878332796
MATN3,0.005321722302854378,0.015710919088766692,33,40,0.010389196785912314,1.9522245233164324
MB,0.0019351717464925011,0.003534956794972506,12,9,0.0015997850484800048,0.8266889238020425
MBL2,0.00725689404934688,0.014532600157109192,45,37,0.007275706107762312,1.0025923016496465
MBOAT2,0.004676665054023544,0.009426551453260016,29,24,0.004749886399236472,1.0156567435057022
MBP,0.0043541364296081275,0.011390416339355853,27,29,0.007036279909747725,1.6159989526053944
MCCC1,0.009192065795839382,0.01728201099764336,57,44,0.00808994520180398,0.8801008806383591
MCCC2,0.004999193678438961,0.014925373134328358,31,38,0.009926179455889396,1.9855560905151661
MCEE,0.002902757619738752,0.008248232521602514,18,21,0.005345474901863762,1.841516103692066
MCL1,0.004676665054023544,0.009033778476040848,29,23,0.004357113422017304,0.9316710458596311
MCM2,0.012739880664408966,0.021209740769835034,79,54,0.008469860105426068,0.6648304115664184
MCM3,0.007418158361554588,0.014139827179890024,46,36,0.006721668818335436,0.9061101813586531
MCM4,0.011611030478955007,0.016496465043205028,72,42,0.004885434564250021,0.42075805184603304
MCM5,0.008385744234800839,0.018067556952081697,52,46,0.009681812717280858,1.1545561665357422
MCM6,0.008869537171423964,0.016889238020424194,55,43,0.00801970084900023,0.9041848175390987
MCM7,0.009192065795839382,0.022780832678711706,57,58,0.013588766882872324,1.47831479720511
MDGA1,0.015320109659732302,0.03181461115475255,95,81,0.01649450149502025,1.0766568817960058
MDH1,0.0041928721174004195,0.009819324430479183,26,25,0.005626452313078763,1.3419088766692848
MDH2,0.0038703434929850023,0.009033778476040848,24,23,0.0051634349830558465,1.3341025137470544
MDK,0.0012901144976616675,0.003142183817753339,8,8,0.0018520693200916713,1.4355852317360567
MDM2,0.005321722302854378,0.01335428122545169,33,34,0.008032558922597311,1.5093908448189677
ME1,0.010482180293501049,0.015710919088766692,65,40,0.005228738795265643,0.49882168106834235
ME2,0.008063215610385421,0.01335428122545169,50,34,0.005291065615066268,0.6561979575805186
MED13L,0.022738268021286888,0.0420267085624509,141,107,0.019288440541164013,0.8482809914592769
MED24,0.013546202225447508,0.019638648860958365,84,50,0.006092446635510857,0.4497531141286051
MEF2A,0.006773101112723754,0.018853102906520033,42,48,0.012080001793796279,1.783525979126922
MEF2C,0.009030801483631673,0.016496465043205028,56,42,0.0074656635595733555,0.8266889238020424
MEF2D,0.007095629737139171,0.015318146111547526,44,39,0.008222516374408354,1.158814182675141
MEFV,0.02048056765037897,0.045168892380204245,127,115,0.024688324729825274,1.205451194091705
MEIS1,0.006611836800516046,0.016496465043205028,41,42,0.009884628242688983,1.4949897495832776
MEIS2,0.008547008547008548,0.016496465043205028,53,42,0.00794945649619648,0.9300864100549882
MELK,0.007418158361554588,0.012568735271013355,46,32,0.0051505769094587674,0.6943201612076917
MEP1A,0.013546202225447508,0.025530243519245877,84,65,0.011984041293798368,0.8846790483671867
MEP1B,0.009514594420254797,0.01610369206598586,59,41,0.006589097645731061,0.6925253305284459
MERTK,0.015803902596355425,0.025530243519245877,98,65,0.009726340922890452,0.6154391843147315
MEST,0.003709079180777294,0.010604870384917517,23,27,0.006895791204140223,1.8591652720379794
MET,0.022415739396871474,0.03613511390416339,139,92,0.01371937450729192,0.6120420238828574
METAP1,0.004676665054023544,0.007069913589945012,29,18,0.0023932485359214675,0.5117425576292766
METTL3,0.004999193678438961,0.012961508248232521,31,33,0.007962314569793561,1.5927197628158025
METTL7B,0.0043541364296081275,0.0054988216810683424,27,14,0.001144685251460215,0.2628960460853627
MFAP5,0.0038703434929850023,0.007462686567164179,24,19,0.0035923430741791767,0.9281716417910448
MFHAS1,0.010804708917916465,0.07501963864886096,67,191,0.0642149297309445,5.943235511366968
MFN2,0.008385744234800839,0.018067556952081697,52,46,0.009681812717280858,1.1545561665357422
MFSD6,0.009030801483631673,0.020031421838177535,56,51,0.011000620354545862,1.218122264616766
MGAT1,0.005321722302854378,0.015710919088766692,33,40,0.010389196785912314,1.9522245233164324
MGLL,0.003709079180777294,0.007855459544383346,23,20,0.004146380363606052,1.1179002015096144
MGMT,0.004676665054023544,0.011390416339355853,29,29,0.006713751285332309,1.435585231736057
MGP,0.0020964360587002098,0.005106048703849175,13,13,0.0030096126451489656,1.4355852317360565
MGST1,0.0027414933075310434,0.005106048703849175,17,13,0.002364555396318132,0.8625063536805139
MGST3,0.002580228995323335,0.00432050274941084,16,11,0.0017402737540875052,0.6744648468185387
MICB,0.00612804386389292,0.013747054202670856,38,35,0.007619010338777935,1.2433021871253152
MID1,0.0077406869859700045,0.020031421838177535,48,51,0.012290734852207531,1.5878093087195606
MID1IP1,0.002580228995323335,0.00432050274941084,16,11,0.0017402737540875052,0.6744648468185387
MIF,0.0004837929366231253,0.0019638648860958365,3,5,0.0014800719494727113,3.0593087195600943
MIGA2,0.0,0.012175962293794187,0,31,0.012175962293794187,
MINDY1,0.0,0.006677140612725845,0,17,0.006677140612725845,
MINPP1,0.0027414933075310434,0.00864100549882168,17,22,0.005899512191290637,2.151933829305485
MIOS,0.008869537171423964,0.016496465043205028,55,42,0.007626927871781064,0.8599014496893523
MIOX,0.004999193678438961,0.01335428122545169,31,34,0.008355087547012727,1.671287028355675
MIX23,0.0,0.0,0,0,0.0,
MKI67,0.04241251411062732,0.08091123330714847,263,206,0.038498719196521154,0.9077207518540976
MKNK1,0.0041928721174004195,0.009426551453260016,26,24,0.005233679335859597,1.2482325216025139
MKNK2,0.005482986615062087,0.014139827179890024,34,36,0.008656840564827937,1.5788549512499424
MKRN1,0.005805515239477504,0.014139827179890024,36,36,0.00833431194041252,1.4355852317360565
MLF1,0.004676665054023544,0.012568735271013355,29,32,0.00789207021698981,1.6875423246742696
MLH1,0.009353330108047089,0.02749410840534171,58,70,0.018140778297294623,1.939499417612482
MLLT10,0.010965973230124174,0.02474469756480754,68,63,0.013778724334683367,1.2564980823436993
MLLT11,0.001451378809869376,0.0027494108405341712,9,7,0.0012980320306647953,0.894344069128044
MLPH,0.007418158361554588,0.016889238020424194,46,43,0.009471079658869607,1.2767427166228356
MLYCD,0.0038703434929850023,0.01610369206598586,24,41,0.012233348573000857,3.1607914375490966
MMD,0.0032252862441541686,0.007462686567164179,20,19,0.00423740032301001,1.3138059701492535
MMP1,0.0075794226737622965,0.012961508248232521,47,33,0.005382085574470225,0.7100917584529758
MMP10,0.0077406869859700045,0.01178318931657502,48,30,0.004042502330605015,0.5222407698350353
MMP11,0.00725689404934688,0.01610369206598586,45,41,0.008846798016638978,1.2190887666928512
MMP12,0.0,0.014532600157109192,0,37,0.014532600157109192,
MMP13,0.010482180293501049,0.014925373134328358,65,38,0.004443192840827309,0.42388059701492525
MMP14,0.007095629737139171,0.015318146111547526,44,39,0.008222516374408354,1.158814182675141
MMP15,0.00725689404934688,0.0204241948153967,45,52,0.01316730076604982,1.8144540455616653
MMP16,0.017900338655055636,0.029850746268656716,111,76,0.01195040761360108,0.6676079064138765
MMP2,0.013868730849862926,0.02670856245090338,86,68,0.012839831601040453,0.9258115785819983
MMP3,0.00822447992259313,0.022388059701492536,51,57,0.014163579778899406,1.7221246707638278
MMP7,0.00516045799064667,0.009033778476040848,32,23,0.0038733204853941784,0.7505768853102907
MMP8,0.007901951298177712,0.0204241948153967,49,52,0.012522243517218989,1.5847026949035705
MMP9,0.012578616352201259,0.04556166535742341,78,116,0.032983049005222156,2.6221523959151614
MMS22L,0.013546202225447508,0.02749410840534171,84,70,0.013947906179894203,1.0296543597800472
MNAT1,0.0024189646831156266,0.007855459544383346,15,20,0.0054364948612677195,2.2474469756480753
MOCOS,0.011611030478955007,0.027101335428122545,72,69,0.015490304949167538,1.3341025137470541
MOCS2,0.0038703434929850023,0.01021209740769835,24,26,0.006341753914713349,1.6385506677140615
MON2,0.015481373971940009,0.03456402199528672,96,88,0.019082648023346714,1.2326197957580518
MOSPD1,0.0024189646831156266,0.003142183817753339,15,8,0.0007232191346377122,0.29897879025923024
MOV10,0.010643444605708756,0.019638648860958365,66,50,0.00899520425524961,0.8451403270727702
MPC1,0.0009675858732462506,0.003142183817753339,6,8,0.0021745979445070883,2.2474469756480757
MPC2,0.001128850185453959,0.004713275726630008,7,12,0.003584425541176049,3.1752889686903827
MPG,0.00306402193194646,0.01178318931657502,19,30,0.008719167384628558,2.8456608922148257
MPHOSPH10,0.009192065795839382,0.022388059701492536,57,57,0.013195993905653155,1.4355852317360562
MPI,0.0038703434929850023,0.012175962293794187,24,31,0.008305618800809185,2.1459642576590734
MPO,0.015803902596355425,0.02199528672427337,98,56,0.006191384127917945,0.391762989563461
MPP1,0.00612804386389292,0.01021209740769835,38,26,0.00408405354380543,0.6664530532930913
MPP2,0.00822447992259313,0.02199528672427337,51,56,0.01377080680168024,1.6743680975925326
MPPED2,0.007418158361554588,0.01178318931657502,46,30,0.0043650309550204314,0.5884251511322108
MPZL1,0.003709079180777294,0.006284367635506678,23,16,0.0025752884547293837,0.6943201612076917
MPZL2,0.004031607805192711,0.00432050274941084,25,11,0.0002888949442181295,0.07165750196386485
MRAP,0.0035478148685695854,0.007855459544383346,22,20,0.00430764467581376,1.2141683924873239
MRAS,0.002902757619738752,0.01021209740769835,18,26,0.007309339787959598,2.5180675569520816
MRE11,0.0,0.014532600157109192,0,37,0.014532600157109192,
MREG,0.0020964360587002098,0.01178318931657502,13,30,0.00968675325787481,4.620581304006284
MRPL11,0.0019351717464925011,0.003927729772191673,12,10,0.001992558025699172,1.0296543597800472
MRPL15,0.0035478148685695854,0.007462686567164179,22,19,0.003914871698594594,1.1034599728629582
MRPL23,0.0027414933075310434,0.003142183817753339,17,8,0.0004006905102222954,0.1461577561110855
MRPL3,0.004515400741815836,0.007462686567164179,28,19,0.0029472858253483426,0.6527185501066097
MRPL34,0.0009675858732462506,0.0019638648860958365,6,5,0.000996279012849586,1.0296543597800472
MRPL35,0.002580228995323335,0.004713275726630008,16,12,0.002133046731306673,0.8266889238020425
MRPL40,0.0016126431220770843,0.007462686567164179,10,19,0.005850043445087095,3.6276119402985074
MRPL9,0.0038703434929850023,0.010604870384917517,24,27,0.006734526891932515,1.7400333857030637
MRPS11,0.002580228995323335,0.007462686567164179,16,19,0.0048824575718408435,1.892257462686567
MRPS12,0.0012901144976616675,0.002356637863315004,8,6,0.0010665233656533366,0.8266889238020425
MRPS15,0.0027414933075310434,0.004713275726630008,17,12,0.0019717824190989648,0.7192366341666283
MRPS18B,0.00306402193194646,0.006284367635506678,19,16,0.0032203457035602174,1.051019142514574
MRPS22,0.004999193678438961,0.009426551453260016,31,24,0.004427357774821055,0.8856143729569472
MRPS30,0.006773101112723754,0.016889238020424194,42,43,0.01011613690770044,1.4935753563012009
MRPS31,0.0038703434929850023,0.01021209740769835,24,26,0.006341753914713349,1.6385506677140615
MRTO4,0.0027414933075310434,0.006677140612725845,17,17,0.003935647305194801,1.4355852317360567
MSC,0.004031607805192711,0.01610369206598586,25,41,0.012072084260793148,2.9943597800471324
MSH2,0.010482180293501049,0.0204241948153967,65,52,0.009942014521895652,0.9484681853888451
MSH5,0.01032091598129334,0.023173605655930872,64,59,0.012852689674637532,1.245305135506677
MSMB,0.0017739074342847927,0.0027494108405341712,11,7,0.0009755034062493785,0.549917874741127
MSN,0.010482180293501049,0.015710919088766692,65,40,0.005228738795265643,0.49882168106834235
MSR1,0.015158845347524593,0.02749410840534171,94,70,0.012335263057817118,0.8137336832077016
MSRA,0.0019351717464925011,0.009819324430479183,12,25,0.007884152683986682,4.074135899450118
MSRB1,0.001128850185453959,0.003927729772191673,7,10,0.0027988795867377137,2.4794074739086516
MSRB2,0.0024189646831156266,0.010997643362136685,15,28,0.008578678679021057,3.546425765907305
MST1,0.0,0.02749410840534171,0,70,0.02749410840534171,
MSX1,0.004837929366231253,0.012175962293794187,30,31,0.007338032927562934,1.5167714061272584
MT1E,0.00016126431220770844,0.00432050274941084,1,11,0.004159238437203131,25.791437549096617
MT2A,0.0006450572488308337,0.001178318931657502,4,3,0.0005332616828266683,0.8266889238020425
MT3,0.0004837929366231253,0.0015710919088766694,3,4,0.0010872989722535442,2.2474469756480757
MTA1,0.006934365424931463,0.023173605655930872,43,59,0.01623924023099941,2.341849504009938
MTARC2,0.0,0.009426551453260016,0,24,0.009426551453260016,
MTCH2,0.0043541364296081275,0.0828750981932443,27,211,0.07852096176363618,18.03364755171511
MTF2,0.0059667795516852125,0.018067556952081697,37,46,0.012100777400396483,2.028024882698881
MTHFD1,0.010804708917916465,0.021602513747054203,67,55,0.010797804829137739,0.9993610111266137
MTHFD2,0.0038703434929850023,0.0054988216810683424,24,14,0.0016284781880833402,0.42075805184603304
MTHFD2L,0.004676665054023544,0.013747054202670856,29,35,0.009070389148647311,1.939499417612482
MTHFR,0.009675858732462506,0.018853102906520033,60,48,0.009177244174057526,0.9484681853888454
MTIF2,0.009837123044670215,0.018853102906520033,61,48,0.009015979861849818,0.9165260839890281
MTMR10,0.007901951298177712,0.0192458758837392,49,49,0.011343924585561486,1.435585231736057
MTNR1A,0.009353330108047089,0.010997643362136685,58,28,0.0016443132540895963,0.17579976704499287
MTOR,0.03563941299790356,0.061272584446190104,221,156,0.025633171448286543,0.7192366341666283
MTREX,0.0,0.014532600157109192,0,37,0.014532600157109192,
MTRF1,0.004837929366231253,0.009819324430479183,30,25,0.0049813950642479295,1.029654359780047
MTRR,0.010804708917916465,0.02474469756480754,67,63,0.013939988646891076,1.2901771581995756
MTX2,0.002257700370907918,0.007069913589945012,14,18,0.004812213219037093,2.131466726517787
MUC1,0.0038703434929850023,0.08837391987431265,24,225,0.08450357638132765,21.833611547525532
MVB12A,0.003386550556361877,0.00589159465828751,21,15,0.0025050441019256325,0.7397037369543261
MVD,0.004031607805192711,0.012961508248232521,25,33,0.00892990044303981,2.214972505891595
MVK,0.0043541364296081275,0.014532600157109192,27,37,0.010178463727501065,2.337653836082745
MVP,0.011449766166747298,0.02356637863315004,71,60,0.01211661246640274,1.0582410409037097
MX1,0.009192065795839382,0.016889238020424194,57,43,0.007697172224584813,0.8373713151693056
MX2,0.010965973230124174,0.018460329929300863,68,47,0.007494356699176689,0.6834192042881566
MXD1,0.0043541364296081275,0.006284367635506678,27,16,0.00193023120589855,0.44330976695470037
MXD3,0.0008063215610385422,0.01021209740769835,5,26,0.009405775846659808,11.665043205027494
MXD4,0.0017739074342847927,0.007462686567164179,11,19,0.005688779132879386,3.206919945725916
MXI1,0.0027414933075310434,0.008248232521602514,17,21,0.005506739214071471,2.0086641097915994
MXRA5,0.053055958716336074,0.08798114689709348,329,224,0.034925188180757405,0.658270796075613
MYB,0.008385744234800839,0.014925373134328358,52,38,0.006539628899527519,0.7798507462686566
MYBBP1A,0.013223673601032092,0.02945797329143755,82,75,0.016234299690405456,1.2276694192707833
MYBL1,0.00725689404934688,0.015710919088766692,45,40,0.008454025039419812,1.16496465043205
MYBL2,0.01128850185453959,0.023173605655930872,70,59,0.011885103801391282,1.0528504096061049
MYBPC3,0.014191259474278342,0.030243519245875882,88,77,0.016052259771597542,1.1311370777690495
MYBPH,0.007095629737139171,0.018067556952081697,44,46,0.010971927214942525,1.5462936513604226
