ID,burden,pred_hypothesis,nn_train_class,nn_jaccard,is_twin,twin_raw,pred_pre17
TEST_0891,18,OV,BRCA,0.375,False,,OV
TEST_0892,36,BRCA,STES,0.26923078,False,,COAD
TEST_0893,16,TGCT,OV,0.4,False,,TGCT
TEST_0894,12,GBMLGG,PRAD,1.0,False,,GBMLGG
TEST_0895,148,SKCM,LUAD,0.25316456,False,,SKCM
TEST_0896,46,STES,STES,0.2857143,False,,STES
TEST_0897,3,PRAD,PCPG,1.0,False,,PRAD
TEST_0898,1,THYM,BRCA,1.0,False,,THYM
TEST_0899,2,THCA,KIPAN,0.0,False,,PRAD
TEST_0900,46,HNSC,STES,0.23333333,False,,LUSC
TEST_0901,30,STES,PAAD,0.42857143,False,,LUAD
TEST_0902,13,PRAD,STES,0.33333334,False,,SARC
TEST_0903,35,STES,LUSC,0.1904762,False,,LUSC
TEST_0904,14,TGCT,THCA,0.33333334,False,,TGCT
TEST_0905,68,STES,LUSC,0.1632653,False,,STES
TEST_0906,52,SKCM,SKCM,0.18867925,False,,SKCM
TEST_0907,1769,CESC,PAAD,0.80344826,False,,SARC
TEST_0908,570,STES,PAAD,0.40344828,False,,UCEC
TEST_0909,30,COAD,COAD,0.27272728,False,,COAD
TEST_0910,51,SKCM,BRCA,0.16666667,False,,LUSC
TEST_0911,2,BRCA,SARC,1.0,False,,THYM
TEST_0912,28,STES,HNSC,0.25,False,,STES
TEST_0913,336,STES,SKCM,0.3152174,False,,STES
TEST_0914,40,LUAD,KIPAN,0.2,False,,LUSC
TEST_0915,54,STES,COAD,0.17857143,False,,STES
TEST_0916,23,HNSC,BRCA,0.3,False,,HNSC
TEST_0917,30,LIHC,SKCM,0.23076923,False,,LIHC
TEST_0918,28,KIPAN,BRCA,0.23076923,False,,KIPAN
TEST_0919,22,KIPAN,PCPG,0.22222222,False,,KIPAN
TEST_0920,10,PRAD,GBMLGG,0.6666667,False,,SARC
TEST_0921,22,TGCT,TGCT,0.25,False,,TGCT
TEST_0922,69,ACC,LIHC,0.18518518,False,,ACC
TEST_0923,28,BRCA,COAD,0.1724138,False,,KIPAN
TEST_0924,9,BRCA,THCA,0.5,False,,SARC
TEST_0925,8,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0926,55,STES,COAD,0.18518518,False,,STES
TEST_0927,13,BRCA,BRCA,0.6666667,False,,BRCA
TEST_0928,911,ACC,SKCM,0.49462366,False,,ACC
TEST_0929,21,KIPAN,CESC,0.18181819,False,,KIPAN
TEST_0930,44,LIHC,STES,0.21052632,False,,LUSC
TEST_0931,26,GBMLGG,KIPAN,1.0,False,,GBMLGG
TEST_0932,19,LIHC,STES,0.25,False,,KIPAN
TEST_0933,41,STES,HNSC,0.21875,False,,STES
TEST_0934,14,OV,BRCA,0.375,False,,OV
TEST_0935,3,THCA,THCA,1.0,False,,THCA
TEST_0936,51,STES,OV,0.23529412,False,,STES
TEST_0937,65,STES,BLCA,0.17948718,False,,LUSC
TEST_0938,6,LGG,LGG,1.0,True,GBMLGG,LGG
TEST_0939,46,STES,LUSC,0.24,False,,STES
TEST_0940,6,BRCA,TGCT,0.33333334,False,,SARC
TEST_0941,44,STES,GBMLGG,0.23529412,False,,COAD
TEST_0942,3,BRCA,KIPAN,0.0,False,,PRAD
TEST_0943,79,UCEC,HNSC,0.1724138,False,,UCEC
TEST_0944,26,KIPAN,BRCA,0.2857143,False,,KIPAN
TEST_0945,45,STES,HNSC,0.25,False,,STES
TEST_0946,22,KIPAN,BRCA,0.18181819,False,,KIPAN
TEST_0947,7,GBMLGG,LGG,0.6666667,False,,GBMLGG
TEST_0948,27,KIPAN,BRCA,0.2857143,False,,KIPAN
TEST_0949,35,STES,KIRC,0.1764706,False,,CESC
TEST_0950,14,KIPAN,CESC,1.0,False,,KIPAN
TEST_0951,4,GBMLGG,LGG,1.0,False,,GBMLGG
TEST_0952,36,STES,TGCT,0.16666667,False,,COAD
TEST_0953,44,LUAD,GBMLGG,0.2,False,,LUAD
TEST_0954,3,LAML,THCA,1.0,False,,LAML
TEST_0955,26,GBMLGG,BRCA,0.3,False,,GBMLGG
TEST_0956,1243,UCEC,UCEC,0.7080292,False,,UCEC
TEST_0957,54,SKCM,HNSC,0.23809524,False,,SKCM
TEST_0958,16,BRCA,STES,0.4,False,,BRCA
TEST_0959,55,STES,BRCA,0.21428572,False,,STES
TEST_0960,10,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0961,28,BRCA,BRCA,0.33333334,False,,BRCA
TEST_0962,630,COAD,SKCM,0.45683452,False,,COAD
TEST_0963,96,STES,LUSC,0.20512821,False,,LUSC
TEST_0964,16,OV,KIPAN,0.33333334,False,,OV
TEST_0965,31,STES,BLCA,0.3,False,,KIPAN
TEST_0966,43,STES,BRCA,0.23076923,False,,STES
TEST_0967,209,UCEC,BRCA,0.2519084,False,,UCEC
TEST_0968,52,LUAD,STES,0.1904762,False,,LUSC
TEST_0969,49,STES,COAD,0.25,False,,STES
TEST_0970,53,STES,COAD,0.1923077,False,,STES
TEST_0971,10,TGCT,KIPAN,0.0,False,,TGCT
TEST_0972,44,HNSC,HNSC,0.21052632,False,,HNSC
TEST_0973,13,KIPAN,PCPG,0.25,False,,KIPAN
TEST_0974,13,GBMLGG,BRCA,0.4,False,,SARC
TEST_0975,4,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0976,7,LGG,GBMLGG,0.8,False,,LGG
TEST_0977,41,STES,STES,0.1875,False,,LUSC
TEST_0978,3,BRCA,PRAD,0.6666667,False,,PRAD
TEST_0979,0,THYM,KIPAN,0.0,False,,THYM
TEST_0980,106,LUAD,SKCM,0.18421052,False,,LUSC
TEST_0981,15,BRCA,TGCT,0.2857143,False,,BRCA
TEST_0982,8,GBMLGG,THYM,1.0,False,,SARC
TEST_0983,26,LIHC,SARC,0.3,False,,LIHC
TEST_0984,12,KIPAN,BRCA,0.25,False,,KIPAN
TEST_0985,76,HNSC,HNSC,0.2,False,,LUSC
TEST_0986,12,UCEC,UCEC,0.5,False,,UCEC
TEST_0987,5,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0988,4,LAML,KIPAN,1.0,False,,LAML
TEST_0989,107,LUAD,STES,0.18518518,False,,LUAD
TEST_0990,26,KIPAN,KIPAN,0.15384616,False,,KIPAN
TEST_0991,35,HNSC,BRCA,0.27272728,False,,HNSC
TEST_0992,16,GBMLGG,GBMLGG,0.2857143,False,,GBMLGG
TEST_0993,138,BRCA,UCEC,0.18367347,False,,CESC
TEST_0994,37,KIPAN,PAAD,0.1764706,False,,KIPAN
TEST_0995,50,LIHC,KIRC,0.23529412,False,,LUSC
TEST_0996,70,HNSC,COAD,0.22727273,False,,HNSC
TEST_0997,12,BRCA,UCEC,0.5,False,,BRCA
TEST_0998,13,KIPAN,TGCT,0.2857143,False,,KIPAN
TEST_0999,36,COAD,KIPAN,0.25,False,,COAD
TEST_1000,60,SKCM,CESC,0.175,False,,SKCM
TEST_1001,29,COAD,COAD,0.26666668,False,,COAD
TEST_1002,22,BRCA,BRCA,0.6,False,,BRCA
TEST_1003,50,HNSC,COAD,0.20833333,False,,HNSC
TEST_1004,14,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1005,21,TGCT,LUAD,0.22222222,False,,TGCT
TEST_1006,36,STES,COAD,0.3,False,,STES
TEST_1007,67,STES,COAD,0.20689656,False,,STES
TEST_1008,20,BRCA,BRCA,0.33333334,False,,PAAD
TEST_1009,8,KIPAN,SKCM,0.6666667,False,,KIPAN
TEST_1010,469,LUAD,PAAD,0.41549295,False,,LUAD
TEST_1011,50,BRCA,BRCA,0.25,False,,LUSC
TEST_1012,6,PRAD,TGCT,0.5,False,,PRAD
TEST_1013,16,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1014,38,STES,KIPAN,0.22222222,False,,STES
TEST_1015,11,KIPAN,KIPAN,0.33333334,False,,KIPAN
TEST_1016,3,PRAD,KIPAN,0.0,False,,PRAD
TEST_1017,63,SKCM,CESC,0.1923077,False,,SKCM
TEST_1018,7,BRCA,UCEC,0.6666667,False,,BRCA
TEST_1019,48,LIHC,COAD,0.1904762,False,,LIHC
TEST_1020,21,BRCA,HNSC,0.25,False,,CESC
TEST_1021,22,KIPAN,KIPAN,0.3,False,,KIPAN
TEST_1022,3,PCPG,KIPAN,0.0,False,,PCPG
TEST_1023,1,PRAD,GBMLGG,1.0,False,,PRAD
TEST_1024,278,STES,LUAD,0.23376623,False,,STES
TEST_1025,22,BRCA,STES,0.25,False,,BRCA
TEST_1026,5,BRCA,KIPAN,0.0,False,,THYM
TEST_1027,46,STES,STES,0.2777778,False,,STES
TEST_1028,11,BRCA,BRCA,0.6666667,False,,BRCA
TEST_1029,17,GBMLGG,GBMLGG,0.25,False,,SARC
TEST_1030,9,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1031,73,STES,COAD,0.21428572,False,,STES
TEST_1032,5,PRAD,PCPG,0.5,False,,PRAD
TEST_1033,12,BRCA,STES,0.33333334,False,,SARC
TEST_1034,1,KIPAN,KIPAN,0.0,True,KIPAN,KIPAN
TEST_1035,21,BRCA,LGG,0.2857143,False,,CESC
TEST_1036,58,SKCM,SKCM,0.17142858,False,,SKCM
TEST_1037,10,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1038,36,STES,LUAD,0.20588236,False,,STES
TEST_1039,63,LUSC,LUAD,0.2,False,,LUSC
TEST_1040,39,COAD,COAD,0.25,False,,HNSC
TEST_1041,37,STES,COAD,0.21052632,False,,STES
TEST_1042,2,PRAD,PRAD,1.0,False,,PRAD
TEST_1043,29,KIPAN,PCPG,0.25,False,,KIPAN
TEST_1044,81,LUSC,SKCM,0.16216215,False,,LUSC
TEST_1045,48,BLCA,DLBC,0.1875,False,,BLCA
TEST_1046,20,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1047,14,OV,BRCA,0.4,False,,OV
TEST_1048,12,BRCA,BRCA,0.6666667,False,,BRCA
TEST_1049,56,LUAD,SKCM,0.23529412,False,,LUAD
TEST_1050,685,STES,PAAD,0.4912892,False,,STES
TEST_1051,95,STES,LUSC,0.1627907,False,,STES
TEST_1052,46,HNSC,PAAD,0.2173913,False,,HNSC
TEST_1053,31,KIPAN,BLCA,0.33333334,False,,KIPAN
TEST_1054,43,STES,KIPAN,0.18518518,False,,STES
TEST_1055,0,THYM,KIPAN,0.0,False,,THYM
TEST_1056,8,BRCA,KIRC,0.33333334,False,,SARC
TEST_1057,27,ACC,LGG,0.2,False,,ACC
TEST_1058,11,TGCT,KIPAN,0.0,False,,TGCT
TEST_1059,22,OV,OV,0.5,False,,OV
TEST_1060,39,STES,COAD,0.3,False,,STES
TEST_1061,7,BRCA,THYM,0.33333334,False,,BRCA
TEST_1062,65,STES,STES,0.23529412,False,,STES
TEST_1063,71,STES,LIHC,0.16,False,,STES
TEST_1064,356,STES,STES,0.24806201,False,,STES
TEST_1065,2,PRAD,PCPG,1.0,False,,PRAD
TEST_1066,22,TGCT,TGCT,0.23076923,False,,TGCT
TEST_1067,13,BRCA,BRCA,0.5,False,,BRCA
TEST_1068,14,BRCA,BRCA,0.25,False,,SARC
TEST_1069,52,STES,COAD,0.25,False,,STES
TEST_1070,43,ACC,PAAD,0.21428572,False,,ACC
TEST_1071,1,KIRC,KIPAN,1.0,True,TIE,KIRC
TEST_1072,10,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1073,38,COAD,SARC,0.23529412,False,,COAD
TEST_1074,13,UCEC,UCEC,0.6,False,,UCEC
TEST_1075,65,SKCM,SKCM,0.19354838,False,,SKCM
TEST_1076,27,BRCA,THCA,0.25,False,,CESC
TEST_1077,59,LIHC,UCEC,0.1875,False,,LIHC
TEST_1078,1,BRCA,BRCA,1.0,False,,PRAD
TEST_1079,41,STES,BLCA,0.20588236,False,,STES
TEST_1080,537,STES,UCEC,0.36329588,False,,STES
TEST_1081,181,SKCM,SKCM,0.23188406,False,,SARC
TEST_1082,15,SARC,KIPAN,0.18181819,False,,SARC
TEST_1083,8,OV,OV,1.0,False,,OV
TEST_1084,26,GBMLGG,GBMLGG,0.36363637,False,,GBMLGG
TEST_1085,9,SARC,LIHC,0.2857143,False,,SARC
TEST_1086,62,LIHC,STES,0.18604651,False,,LUSC
TEST_1087,34,BRCA,BRCA,0.30769232,False,,BRCA
TEST_1088,1905,BRCA,PAAD,0.80546075,False,,LUSC
TEST_1089,3,PCPG,SARC,1.0,False,,PCPG
TEST_1090,7,LGG,LGG,0.6,False,,LGG
TEST_1091,42,STES,KIPAN,0.21428572,False,,BLCA
TEST_1092,16,TGCT,KIPAN,0.33333334,False,,SARC
TEST_1093,2,BRCA,KIPAN,0.0,False,,PRAD
TEST_1094,58,STES,UCEC,0.16666667,False,,STES
TEST_1095,20,KIPAN,BRCA,0.25,False,,KIPAN
TEST_1096,19,STES,BRCA,0.375,False,,STES
TEST_1097,72,STES,COAD,0.2,False,,STES
TEST_1098,9,BRCA,BRCA,0.33333334,False,,BRCA
TEST_1099,20,GBMLGG,LGG,0.375,False,,GBMLGG
TEST_1100,67,STES,BRCA,0.17142858,False,,STES
TEST_1101,18,ACC,LGG,0.4,False,,ACC
TEST_1102,3,PRAD,PRAD,0.5,False,,PRAD
TEST_1103,345,STES,STES,0.29,False,,STES
TEST_1104,12,BRCA,BRCA,0.33333334,False,,BRCA
TEST_1105,68,HNSC,COAD,0.18181819,False,,HNSC
TEST_1106,8,THCA,THCA,0.6666667,False,,THCA
TEST_1107,15,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1108,918,ACC,SKCM,0.4746377,False,,DLBC
TEST_1109,28,BRCA,TGCT,0.21052632,False,,LUSC
TEST_1110,5,SARC,THCA,0.5,False,,SARC
TEST_1111,21,GBMLGG,BRCA,0.2857143,False,,BRCA
TEST_1112,6,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1113,10,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1114,8,SARC,KIPAN,0.33333334,False,,SARC
TEST_1115,8,BRCA,BRCA,0.5,False,,SARC
TEST_1116,6,LGG,LGG,1.0,True,GBMLGG,LGG
TEST_1117,13,OV,SARC,0.5,False,,PAAD
TEST_1118,1,PRAD,BRCA,0.5,False,,PRAD
TEST_1119,60,STES,LUSC,0.17142858,False,,STES
TEST_1120,31,COAD,OV,0.23809524,False,,COAD
TEST_1121,14,TGCT,BRCA,0.33333334,False,,TGCT
TEST_1122,21,KIPAN,CESC,0.33333334,False,,KIPAN
TEST_1123,343,STES,UCEC,0.31390134,False,,STES
TEST_1124,68,STES,BRCA,0.17857143,False,,STES
TEST_1125,53,STES,STES,0.1904762,False,,COAD
TEST_1126,17,UCEC,UCEC,0.27272728,False,,UCEC
TEST_1127,14,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1128,55,LUAD,HNSC,0.14814815,False,,LUSC
TEST_1129,43,STES,HNSC,0.27272728,False,,STES
TEST_1130,23,GBMLGG,SARC,0.25,False,,GBMLGG
TEST_1131,245,STES,UCEC,0.20833333,False,,STES
TEST_1132,26,BRCA,STES,0.1764706,False,,BRCA
TEST_1133,45,COAD,COAD,0.22727273,False,,COAD
TEST_1134,25,HNSC,STES,0.33333334,False,,HNSC
TEST_1135,56,STES,BRCA,0.1904762,False,,STES
TEST_1136,13,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1137,53,CESC,STES,0.1509434,False,,CESC
TEST_1138,59,BLCA,UCEC,0.16666667,False,,BLCA
TEST_1139,3,KIPAN,KIPAN,1.0,True,KIPAN,KIRC
TEST_1140,9,BRCA,BRCA,0.2,False,,PRAD
TEST_1141,1921,UCEC,PAAD,0.8556701,False,,UCEC
TEST_1142,57,STES,BLCA,0.1632653,False,,STES
TEST_1143,23,BRCA,OV,0.4,False,,BRCA
TEST_1144,37,COAD,COAD,0.2,False,,COAD
TEST_1145,55,SKCM,LIHC,0.2,False,,SKCM
TEST_1146,32,LIHC,HNSC,0.25,False,,LUSC
TEST_1147,56,STES,COAD,0.22222222,False,,LUAD
TEST_1148,68,LUSC,COAD,0.14285715,False,,LUSC
TEST_1149,64,STES,LUSC,0.18367347,False,,LUAD
TEST_1150,13,OV,OV,0.6,False,,OV
TEST_1151,39,STES,COAD,0.2777778,False,,STES
TEST_1152,77,STES,BLCA,0.23214285,False,,HNSC
TEST_1153,50,STES,STES,0.2,False,,LUSC
TEST_1154,33,KIPAN,KIRC,0.22222222,False,,KIPAN
TEST_1155,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1156,28,STES,COAD,0.21052632,False,,STES
TEST_1157,35,LIHC,BRCA,0.22222222,False,,LIHC
TEST_1158,165,HNSC,SARC,0.1923077,False,,LUSC
TEST_1159,42,STES,STES,0.21052632,False,,HNSC
TEST_1160,15,GBMLGG,GBMLGG,0.5,False,,GBMLGG
TEST_1161,45,STES,HNSC,0.18421052,False,,STES
TEST_1162,2138,UCEC,PAAD,0.8737201,False,,UCEC
TEST_1163,93,SKCM,LUAD,0.25581396,False,,SKCM
TEST_1164,51,STES,COAD,0.2777778,False,,STES
TEST_1165,77,BLCA,LUSC,0.21428572,False,,BLCA
TEST_1166,52,STES,COAD,0.20833333,False,,STES
TEST_1167,7,BRCA,BRCA,0.4,False,,BRCA
TEST_1168,24,KIPAN,UCEC,0.33333334,False,,LIHC
TEST_1169,21,BLCA,BLCA,0.27272728,False,,BLCA
TEST_1170,11,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1171,6,BRCA,BRCA,0.33333334,False,,BRCA
TEST_1172,55,STES,STES,0.22727273,False,,LUSC
TEST_1173,80,LUSC,STES,0.18181819,False,,LUSC
TEST_1174,4,BRCA,PRAD,1.0,False,,BRCA
TEST_1175,10,SARC,TGCT,0.5,False,,SARC
TEST_1176,11,PRAD,KIPAN,0.4,False,,PRAD
TEST_1177,9,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1178,560,COAD,UCEC,0.40892193,False,,COAD
TEST_1179,157,SKCM,SKCM,0.22131148,False,,SKCM
TEST_1180,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1181,11,BRCA,PRAD,0.5,False,,SARC
TEST_1182,17,GBMLGG,OV,0.375,False,,GBMLGG
TEST_1183,7,BRCA,HNSC,1.0,False,,PRAD
TEST_1184,13,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1185,24,KIPAN,KIPAN,0.22222222,False,,KIPAN
TEST_1186,48,STES,BRCA,0.23529412,False,,STES
TEST_1187,36,STES,BRCA,0.22222222,False,,COAD
TEST_1188,40,STES,SKCM,0.23529412,False,,STES
TEST_1189,31,KIPAN,KIRC,0.25,False,,KIPAN
TEST_1190,33,STES,BRCA,0.25,False,,STES
TEST_1191,8,THCA,THCA,0.6666667,False,,THCA
TEST_1192,20,TGCT,OV,0.33333334,False,,TGCT
TEST_1193,35,STES,COAD,0.3125,False,,STES
TEST_1194,44,STES,UCEC,0.22222222,False,,STES
TEST_1195,82,STES,HNSC,0.1875,False,,STES
TEST_1196,19,GBMLGG,OV,0.5,False,,GBMLGG
TEST_1197,3,THCA,THCA,1.0,False,,THCA
TEST_1198,948,ACC,PAAD,0.543554,False,,ACC
TEST_1199,18,STES,GBMLGG,0.22222222,False,,SARC
TEST_1200,8,OV,SARC,0.5,False,,OV
TEST_1201,11,BRCA,ACC,0.4,False,,BRCA
TEST_1202,1,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1203,45,BRCA,BRCA,0.21052632,False,,BRCA
TEST_1204,15,KIPAN,DLBC,0.4,False,,KIPAN
TEST_1205,10,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1206,78,COAD,UCEC,0.16666667,False,,STES
TEST_1207,20,GBMLGG,GBMLGG,0.27272728,False,,GBMLGG
TEST_1208,155,BLCA,UCEC,0.22058824,False,,BLCA
TEST_1209,882,STES,PAAD,0.5368421,False,,STES
TEST_1210,17,OV,LGG,0.3,False,,PAAD
TEST_1211,38,SKCM,THCA,0.22222222,False,,SKCM
TEST_1212,25,BRCA,TGCT,0.15789473,False,,BRCA
TEST_1213,5,BRCA,BRCA,0.6666667,False,,BRCA
TEST_1214,59,STES,LUSC,0.18181819,False,,STES
TEST_1215,15,GBMLGG,GBMLGG,0.5,False,,GBMLGG
TEST_1216,200,LUAD,LUSC,0.27450982,False,,LUAD
TEST_1217,473,COAD,SKCM,0.37362638,False,,COAD
TEST_1218,63,COAD,SARC,0.22222222,False,,COAD
TEST_1219,22,BRCA,LIHC,0.5,False,,BRCA
TEST_1220,137,LUAD,LUAD,0.22580644,False,,LUAD
TEST_1221,68,LUAD,LUAD,0.16216215,False,,LUAD
TEST_1222,2784,UCEC,PAAD,0.90909094,False,,UCEC
TEST_1223,51,STES,COAD,0.2,False,,STES
TEST_1224,78,STES,BLCA,0.19512194,False,,STES
TEST_1225,22,TGCT,KIPAN,0.2857143,False,,TGCT
TEST_1226,6,PRAD,PRAD,0.5,False,,PRAD
TEST_1227,17,TGCT,KIPAN,0.18181819,False,,TGCT
TEST_1228,6,BRCA,BRCA,1.0,False,,BRCA
TEST_1229,19,OV,KIPAN,0.33333334,False,,OV
TEST_1230,8,GBMLGG,PRAD,0.6666667,False,,GBMLGG
TEST_1231,59,STES,LUAD,0.20588236,False,,LUSC
TEST_1232,14,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1233,49,BLCA,BLCA,0.20833333,False,,BLCA
TEST_1234,17,TGCT,OV,0.2857143,False,,TGCT
TEST_1235,7,LGG,LGG,1.0,False,,LGG
TEST_1236,32,LUAD,HNSC,0.25,False,,LUAD
TEST_1237,3,PCPG,KIPAN,0.0,False,,PCPG
TEST_1238,21,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1239,4,BRCA,UCEC,0.5,False,,SARC
TEST_1240,86,COAD,STES,0.17777778,False,,COAD
TEST_1241,4,BRCA,BRCA,0.5,False,,PCPG
TEST_1242,5,BRCA,KIRC,0.5,False,,PRAD
TEST_1243,9,BRCA,BRCA,0.2,False,,PRAD
TEST_1244,17,TGCT,BRCA,0.18181819,False,,KIPAN
TEST_1245,70,COAD,BRCA,0.19354838,False,,LUAD
TEST_1246,6,PCPG,THYM,0.5,False,,PCPG
TEST_1247,72,LUAD,LUAD,0.2037037,False,,LUAD
TEST_1248,10,BRCA,PRAD,0.4,False,,SARC
TEST_1249,0,THYM,KIPAN,0.0,False,,THYM
TEST_1250,35,COAD,COAD,0.26666668,False,,COAD
TEST_1251,72,STES,BLCA,0.15189873,False,,STES
TEST_1252,12,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1253,51,STES,STES,0.22857143,False,,STES
TEST_1254,60,STES,STES,0.21212122,False,,LUSC
TEST_1255,51,STES,LUSC,0.2,False,,STES
TEST_1256,20,KIPAN,CESC,0.25,False,,KIPAN
TEST_1257,7,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_1258,27,BRCA,STES,0.25,False,,BRCA
TEST_1259,43,KIPAN,HNSC,0.1875,False,,KIPAN
TEST_1260,42,HNSC,LUAD,0.25,False,,HNSC
TEST_1261,7,LGG,LGG,1.0,False,,LGG
TEST_1262,38,HNSC,OV,0.3,False,,HNSC
TEST_1263,1,THCA,THCA,1.0,True,THCA,THCA
TEST_1264,12,BRCA,BRCA,0.375,False,,BRCA
TEST_1265,21,UCEC,BRCA,0.2857143,False,,UCEC
TEST_1266,19,BRCA,BRCA,0.5,False,,OV
TEST_1267,2,LAML,KIPAN,0.0,False,,THYM
TEST_1268,24,HNSC,OV,0.25,False,,PAAD
TEST_1269,5,BRCA,BRCA,0.5,False,,BRCA
TEST_1270,41,STES,COAD,0.2,False,,STES
TEST_1271,38,COAD,STES,0.22222222,False,,COAD
TEST_1272,174,LUSC,SKCM,0.1919192,False,,LUSC
TEST_1273,5,BRCA,KIPAN,0.4,False,,SARC
TEST_1274,59,LUAD,STES,0.20689656,False,,LUSC
TEST_1275,36,STES,PAAD,0.25,False,,STES
TEST_1276,32,KIPAN,OV,0.33333334,False,,KIPAN
TEST_1277,80,COAD,LUAD,0.21052632,False,,LUSC
TEST_1278,11,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1279,6,PRAD,PRAD,0.5,False,,PRAD
TEST_1280,40,LUSC,BRCA,0.20833333,False,,LUSC
TEST_1281,8,PCPG,PCPG,1.0,False,,PCPG
TEST_1282,14,GBMLGG,GBMLGG,0.42857143,False,,GBMLGG
TEST_1283,28,LUAD,KIPAN,0.2857143,False,,GBMLGG
TEST_1284,44,STES,COAD,0.21428572,False,,STES
TEST_1285,9,BRCA,KIPAN,0.0,False,,BRCA
TEST_1286,9,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1287,1,THCA,THCA,1.0,False,,THCA
TEST_1288,62,LUSC,COAD,0.1875,False,,LUSC
TEST_1289,70,HNSC,STES,0.2,False,,HNSC
TEST_1290,8,BRCA,GBMLGG,0.25,False,,BRCA
TEST_1291,478,STES,UCEC,0.40298507,False,,UCEC
TEST_1292,346,STES,UCEC,0.32217574,False,,STES
TEST_1293,20,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_1294,3,BRCA,GBMLGG,1.0,False,,PRAD
TEST_1295,3,PRAD,THCA,1.0,False,,PRAD
TEST_1296,18,KIPAN,PRAD,0.25,False,,KIPAN
TEST_1297,53,STES,BRCA,0.1923077,False,,LUSC
TEST_1298,52,COAD,HNSC,0.2,False,,COAD
TEST_1299,51,STES,HNSC,0.23529412,False,,LUSC
TEST_1300,35,COAD,LUSC,0.2173913,False,,COAD
TEST_1301,11,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_1302,43,STES,SKCM,0.2,False,,LUSC
TEST_1303,41,LUSC,THCA,0.2,False,,LUSC
TEST_1304,60,STES,SKCM,0.2195122,False,,LUSC
TEST_1305,9,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1306,1095,COAD,UCEC,0.6277372,False,,COAD
TEST_1307,50,STES,BRCA,0.1875,False,,STES
TEST_1308,49,LUSC,BRCA,0.23809524,False,,LUSC
TEST_1309,21,CESC,KIPAN,0.4,False,,CESC
TEST_1310,44,BRCA,SKCM,0.20454545,False,,BRCA
TEST_1311,9,BRCA,BRCA,1.0,False,,PRAD
TEST_1312,4,BRCA,BRCA,1.0,False,,BRCA
TEST_1313,47,STES,COAD,0.2631579,False,,STES
TEST_1314,22,LUAD,HNSC,0.22222222,False,,LUAD
TEST_1315,80,STES,LUSC,0.19607843,False,,STES
TEST_1316,54,STES,COAD,0.22580644,False,,STES
TEST_1317,42,STES,HNSC,0.16216215,False,,KIPAN
TEST_1318,12,BRCA,BRCA,0.5,False,,SARC
TEST_1319,39,LIHC,OV,0.22222222,False,,LIHC
TEST_1320,3,BRCA,BRCA,1.0,False,,BRCA
TEST_1321,16,CESC,LGG,0.2857143,False,,CESC
TEST_1322,23,OV,BRCA,0.33333334,False,,OV
TEST_1323,16,BRCA,BRCA,0.4,False,,BRCA
TEST_1324,66,STES,LUSC,0.1875,False,,STES
TEST_1325,213,STES,STES,0.25301206,False,,STES
TEST_1326,16,KIPAN,THCA,0.5,False,,SARC
TEST_1327,11,SARC,KIRC,0.2857143,False,,SARC
TEST_1328,130,SKCM,SKCM,0.21666667,False,,SKCM
TEST_1329,4,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_1330,4,BRCA,BRCA,1.0,False,,BRCA
TEST_1331,3,PRAD,KIPAN,0.0,False,,PRAD
TEST_1332,11,SARC,LIHC,0.5,False,,SARC
TEST_1333,40,LUSC,SARC,0.3,False,,LUSC
